question,1,2,3,4,prompt
"En el momento del dia gnóstico de un síndrome de Sjögren, ¿qué factores se asocian a la posibili-dad de desarrollar un linfoma B?: ",Fiebre y adenopatías.,Anticuerpos anti-La y anti-Ro.,Esplenomegalia y pancitopenia.,Hipocomplementemia y crioglobulinemia.,"En el momento del dia gnóstico de un síndrome de Sjögren, ¿qué factores se asocian a la posibili-dad de desarrollar un linfoma B?: 
1) Fiebre y adenopatías.
2) Anticuerpos anti-La y anti-Ro.
3) Esplenomegalia y pancitopenia.
4) Hipocomplementemia y crioglobulinemia.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 45 años, no fumador y no consume alcohol, que consulta por disnea pro gresiva de dos meses de evolución. Exploración física: afe-bril, frecuencia respiratoria 19 rpm, frecuencia cardiaca 120 lpm, SatO2 93 %. Lesiones cutá-neas de aspecto ulceroso en palmas y d e d o s  d e  las manos; estertores crepitantes en ambas bases pulmonares; fuerza muscular normal. Análisis: CK 300 UI/L (N: <150) y aldolasa 12 UI/L (N: <6 ). Radiografía de tórax: patrón intersticial biba-sal. Una biopsia muscular evidenció necrosis de células musculares, atrofia perifascicular e infil-trados inflamatorios perivasculares. ¿Cuál de los siguientes es el diagnóstico más probable?: ",Dermatomiositis asociada al autoanticuerpo anti-TIF1-gamma ( transcription intermediary factor 1-gamma ).,Miopatía inflamatoria idiopática asociada al autoanticuerpo anti-FHL-1 ( Four and a hal f LIM domains 1 ).,Dermatomiositis asociada al autoanticuerpo anti-MDA-5 ( melanoma di ﬀerentiation-associated gen 5 ).,Miopatía miofibrilar asociada al anticuerpo anti-desmina.,"Varón de 45 años, no fumador y no consume alcohol, que consulta por disnea pro gresiva de dos meses de evolución. Exploración física: afe-bril, frecuencia respiratoria 19 rpm, frecuencia cardiaca 120 lpm, SatO2 93 %. Lesiones cutá-neas de aspecto ulceroso en palmas y d e d o s  d e  las manos; estertores crepitantes en ambas bases pulmonares; fuerza muscular normal. Análisis: CK 300 UI/L (N: <150) y aldolasa 12 UI/L (N: <6 ). Radiografía de tórax: patrón intersticial biba-sal. Una biopsia muscular evidenció necrosis de células musculares, atrofia perifascicular e infil-trados inflamatorios perivasculares. ¿Cuál de los siguientes es el diagnóstico más probable?: 
1) Dermatomiositis asociada al autoanticuerpo anti-TIF1-gamma ( transcription intermediary factor 1-gamma ).
2) Miopatía inflamatoria idiopática asociada al autoanticuerpo anti-FHL-1 ( Four and a hal f LIM domains 1 ).
3) Dermatomiositis asociada al autoanticuerpo anti-MDA-5 ( melanoma di ﬀerentiation-associated gen 5 ).
4) Miopatía miofibrilar asociada al anticuerpo anti-desmina.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 56 años, que acude para control de su diabetes mellitus tipo 2.  En tratamiento con met-formina 850 m g dos veces al día desde hace ocho semanas. Refiere encontra rse bien, sin poliuria ni polidipsia, con contr oles glucémicos entre 140-180 mg/dL. Su última HbA1c fue 7,7 %. Explo-ración física: tensión arterial 137/86 mmH g y pulso 74 lpm. El fondo de o jo revela retinopatía proliferativa leve. En el sedimento urinario se observa microalbuminuria de 180 mg/g creatini-na. ¿Cuál es el siguient e paso más adecuado?: ",Estudio de orina de 24 horas para determina-ción de proteínas y creatinina.,Indicar una ecografía renal.,Iniciar tratamiento con antagonistas del calcio.,Iniciar tratamiento con IECAs.,"Varón de 56 años, que acude para control de su diabetes mellitus tipo 2.  En tratamiento con met-formina 850 m g dos veces al día desde hace ocho semanas. Refiere encontra rse bien, sin poliuria ni polidipsia, con contr oles glucémicos entre 140-180 mg/dL. Su última HbA1c fue 7,7 %. Explo-ración física: tensión arterial 137/86 mmH g y pulso 74 lpm. El fondo de o jo revela retinopatía proliferativa leve. En el sedimento urinario se observa microalbuminuria de 180 mg/g creatini-na. ¿Cuál es el siguient e paso más adecuado?: 
1) Estudio de orina de 24 horas para determina-ción de proteínas y creatinina.
2) Indicar una ecografía renal.
3) Iniciar tratamiento con antagonistas del calcio.
4) Iniciar tratamiento con IECAs.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Mujer de 65 años que consulta por hipercoleste-rolemia. Niega antecedentes personales o fami-liares de dislipemia. En la analítica destaca: colesterol total 500 m g/dL, colesterol LDL 350 mg/ d L ,  H D L  3 8  m g/dL y t r iglicéridos 206 mg/dL. Resto de análisis y hormonas tiroideas normales, salvo proteínas totales 5,9 g/dL (N: 6,4-8,3) y albúmina 3 g/dL (N: 3,5-5). Orina ele-mental con relación albúmina/creatinina de 2.000 m g/g y proteinuria +++. En el examen físico no hay xantomas ni arco corneal, sí discre-tos edemas maleolares. ¿Cuál de los siguientes es el diagnóstico más probable?: ",Dislipemia secundaria a un síndrome nefrótico,Hipercolesterolemia familiar heterocigota.,Hipercolesterolemia familiar homocigota.,Hipercolesterolemia familiar recesiva por afec-tación del gen LDLRAP1. ,"Mujer de 65 años que consulta por hipercoleste-rolemia. Niega antecedentes personales o fami-liares de dislipemia. En la analítica destaca: colesterol total 500 m g/dL, colesterol LDL 350 mg/ d L ,  H D L  3 8  m g/dL y t r iglicéridos 206 mg/dL. Resto de análisis y hormonas tiroideas normales, salvo proteínas totales 5,9 g/dL (N: 6,4-8,3) y albúmina 3 g/dL (N: 3,5-5). Orina ele-mental con relación albúmina/creatinina de 2.000 m g/g y proteinuria +++. En el examen físico no hay xantomas ni arco corneal, sí discre-tos edemas maleolares. ¿Cuál de los siguientes es el diagnóstico más probable?: 
1) Dislipemia secundaria a un síndrome nefrótico
2) Hipercolesterolemia familiar heterocigota.
3) Hipercolesterolemia familiar homocigota.
4) Hipercolesterolemia familiar recesiva por afec-tación del gen LDLRAP1. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
¿Qué tipo de deseos del paciente NO pueden atenderse en una planifi cación anticipada de decisiones (o planificación compartida de la atención)?: ,Rechazo de intervencion es con riesgo vital.,Donación de órganos.,Rechazo de intervenciones sin riesgo vital.,"Instauración de intervenciones fútiles, sin indi-cación clínica. ","¿Qué tipo de deseos del paciente NO pueden atenderse en una planifi cación anticipada de decisiones (o planificación compartida de la atención)?: 
1) Rechazo de intervencion es con riesgo vital.
2) Donación de órganos.
3) Rechazo de intervenciones sin riesgo vital.
4) Instauración de intervenciones fútiles, sin indi-cación clínica. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Mujer de 89 años, institucionalizada en residen-cia desde hace 5 años por demencia tipo Alzhei-mer de 8 años de evolución. Es dependiente para todas las actividades bá sicas de la vida diaria y presenta deterioro co gnitivo grave. No reconoce a sus familiares ni es capaz de emitir len guaje. Ingresa por un cuadro de infección respiratoria de mecanismo aspirativo. Tras completar un ciclo antibiótico evoluciona favorablemente pero al intentar reintroducir la in gesta oral persiste disfagia con riesgo alto de aspiración. El médico responsable propone a los hijos no iniciar estra-tegias de alimentación enteral por sondas, sino dejar la enfermedad a su evolución natural, rea-lizando un tratamiento sintomático de eventuales complicaciones. ¿Qué concepto ético sub yace a esta decisión clínica?: ",Rechazo al tratamiento.,Eutanasia activa.,Limitación de esfuerzo terapéutico.,Obstinación terapéutica. ,"Mujer de 89 años, institucionalizada en residen-cia desde hace 5 años por demencia tipo Alzhei-mer de 8 años de evolución. Es dependiente para todas las actividades bá sicas de la vida diaria y presenta deterioro co gnitivo grave. No reconoce a sus familiares ni es capaz de emitir len guaje. Ingresa por un cuadro de infección respiratoria de mecanismo aspirativo. Tras completar un ciclo antibiótico evoluciona favorablemente pero al intentar reintroducir la in gesta oral persiste disfagia con riesgo alto de aspiración. El médico responsable propone a los hijos no iniciar estra-tegias de alimentación enteral por sondas, sino dejar la enfermedad a su evolución natural, rea-lizando un tratamiento sintomático de eventuales complicaciones. ¿Qué concepto ético sub yace a esta decisión clínica?: 
1) Rechazo al tratamiento.
2) Eutanasia activa.
3) Limitación de esfuerzo terapéutico.
4) Obstinación terapéutica. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Paciente de 48 años, dia gnosticado de esclerosis lateral amiotrófica hace 3 años. Precisa a yuda para todas las actividades básicas de la vida d i a r i a  y  s o n d a  p a r a  m a n t e n e r  s u  a l i m e n t a c i ó n .  En el último año, ha tenido varios ingresos por infecciones respiratorias. Actualmente in gresa por una nueva infección respiratoria con insufi-ciencia respiratoria glob al asociada. El pacienterequiere ventilación mecánica no invasiva como parte del tratamiento. Tras 5 días de ingreso, sin presentar me joría clínica, el paciente manifiesta que está viviendo un sufrimiento intolerable ,que no encuentra sentido a continuar viviendo en una situación así y solicita que se le retire la ventilación mecánica, aunque le provoque la muerte. Después de varias conversaciones, Vd. confirma con el paciente que este es su deseo y que su familia apo ya la decisión. Esta se trata de una decisión de: ",Rechazo de tratamiento.,Limitación del esfuerzo terapéutico.,Obstinación terapéutica.,Eutanasia.,"Paciente de 48 años, dia gnosticado de esclerosis lateral amiotrófica hace 3 años. Precisa a yuda para todas las actividades básicas de la vida d i a r i a  y  s o n d a  p a r a  m a n t e n e r  s u  a l i m e n t a c i ó n .  En el último año, ha tenido varios ingresos por infecciones respiratorias. Actualmente in gresa por una nueva infección respiratoria con insufi-ciencia respiratoria glob al asociada. El pacienterequiere ventilación mecánica no invasiva como parte del tratamiento. Tras 5 días de ingreso, sin presentar me joría clínica, el paciente manifiesta que está viviendo un sufrimiento intolerable ,que no encuentra sentido a continuar viviendo en una situación así y solicita que se le retire la ventilación mecánica, aunque le provoque la muerte. Después de varias conversaciones, Vd. confirma con el paciente que este es su deseo y que su familia apo ya la decisión. Esta se trata de una decisión de: 
1) Rechazo de tratamiento.
2) Limitación del esfuerzo terapéutico.
3) Obstinación terapéutica.
4) Eutanasia.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
Varón de 65 años traído al servicio de Ur gencias intubado y sedado por un politraumatismo tras un accidente de tráfico. Tras la valoración inicial se objetiva una laceración esplénica que requiereintervención quirúrgica urgente. ¿Cómo se debe-ría proceder con el proceso de consentimiento y la firma del formulario de consentimiento a la cirugía?: ,No es posible realizar una intervención quirúr-gica urgente cuando sólo se obtiene un consen-timiento verbal de un representante del pacien-te.,Si no se pudiera contactar con ningún familiar o allegado del paciente no podría realizarse la intervención quirúrgica.,"El médico responsable debe intentar contactar con los familiares del paciente y, tras explicar la situación, obtener de ellos el consentimiento para realizar la intervención.",Sin un documento de consentimiento informa-do firmado por los familiares del paciente no es posible realizar la intervención.,"Varón de 65 años traído al servicio de Ur gencias intubado y sedado por un politraumatismo tras un accidente de tráfico. Tras la valoración inicial se objetiva una laceración esplénica que requiereintervención quirúrgica urgente. ¿Cómo se debe-ría proceder con el proceso de consentimiento y la firma del formulario de consentimiento a la cirugía?: 
1) No es posible realizar una intervención quirúr-gica urgente cuando sólo se obtiene un consen-timiento verbal de un representante del pacien-te.
2) Si no se pudiera contactar con ningún familiar o allegado del paciente no podría realizarse la intervención quirúrgica.
3) El médico responsable debe intentar contactar con los familiares del paciente y, tras explicar la situación, obtener de ellos el consentimiento para realizar la intervención.
4) Sin un documento de consentimiento informa-do firmado por los familiares del paciente no es posible realizar la intervención.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
En relación con el tratamiento de la depresión mediante fármacos antidepresivos en pacientes con enfermedades terminale s. ¿Cuál de las si-guientes es la mejor opción?: ,La dosis inicial de los inhibidores selectivos de la recaptación de serotonina debe ser la misma que la utilizada en adultos sin enfermedad ter-minal.,"Se recomienda evitar los antidepresivos tricí-clicos, a menos que se utilicen como comple-mentos en el tratamiento del dolor.",En pacientes en los que predominan síntomas como ansiedad o insomnio  es preferible el uso de fluoxetina.,"La trazodona, incluso cuando se emplea a do-sis bajas, está contraindicada por sus frecuen-tes efectos adversos.","En relación con el tratamiento de la depresión mediante fármacos antidepresivos en pacientes con enfermedades terminale s. ¿Cuál de las si-guientes es la mejor opción?: 
1) La dosis inicial de los inhibidores selectivos de la recaptación de serotonina debe ser la misma que la utilizada en adultos sin enfermedad ter-minal.
2) Se recomienda evitar los antidepresivos tricí-clicos, a menos que se utilicen como comple-mentos en el tratamiento del dolor.
3) En pacientes en los que predominan síntomas como ansiedad o insomnio  es preferible el uso de fluoxetina.
4) La trazodona, incluso cuando se emplea a do-sis bajas, está contraindicada por sus frecuen-tes efectos adversos.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"En relación con el tratamiento del estreñimiento en los pacientes con enfermedades terminales, señale la respuesta INCORRECTA: ",En presencia de tratamiento con opioides son recomendables los suplementos de fibra vege-tal.,"Los elementos fundamentales del tratamiento son los laxantes estimulantes y osmóticos, re-blandecedores de heces , líquidos y enemas.",Para evitar el estreñimiento causado por los opioides se debe recurrir a la combinación de un laxante y un rebl andecedor de heces.,"Si no hay defecación tras varios días de trata-miento, se necesita el tacto rectal para extraer el material impactado. ","En relación con el tratamiento del estreñimiento en los pacientes con enfermedades terminales, señale la respuesta INCORRECTA: 
1) En presencia de tratamiento con opioides son recomendables los suplementos de fibra vege-tal.
2) Los elementos fundamentales del tratamiento son los laxantes estimulantes y osmóticos, re-blandecedores de heces , líquidos y enemas.
3) Para evitar el estreñimiento causado por los opioides se debe recurrir a la combinación de un laxante y un rebl andecedor de heces.
4) Si no hay defecación tras varios días de trata-miento, se necesita el tacto rectal para extraer el material impactado. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 95 años que in gresa en el servicio de urgencias del hospital con el antecedente de traumatismo craneal por caída casual en el do-micilio y en una TC craneal se observa hemato-ma epidural agudo. Fallece poco tiempo después del in greso en el propio servicio de ur gencias. Desde el punto de vista legal, el facultativo res-ponsable tiene la obli gación de cumplimentar solo uno de los siguientes documentos: ",Certificado ordinario de defunción.,Boletín estadístico de defunción con interven-ción judicial (muerte violenta).,Boletín estadístico de defunción.,Parte de lesiones. ,"Varón de 95 años que in gresa en el servicio de urgencias del hospital con el antecedente de traumatismo craneal por caída casual en el do-micilio y en una TC craneal se observa hemato-ma epidural agudo. Fallece poco tiempo después del in greso en el propio servicio de ur gencias. Desde el punto de vista legal, el facultativo res-ponsable tiene la obli gación de cumplimentar solo uno de los siguientes documentos: 
1) Certificado ordinario de defunción.
2) Boletín estadístico de defunción con interven-ción judicial (muerte violenta).
3) Boletín estadístico de defunción.
4) Parte de lesiones. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
Si una persona que es menor de 18 años desea ser donante de órgano de vivo. ¿Cuál de las si-guientes afirmaciones es cierta?: ,"Si la persona tiene entre 16 y 18 años, la deci-sión corresponde a la persona menor si de-muestra que es capaz de comprender el alcance del procedimiento. pero los padres o tutores deben ser consultados obligatoriamente.","Si la persona tiene entre 16 y 18 años, la deci-sión corresponde a los padres o tutores legales, pero la persona menor debe ser consultada si demuestra que es capaz  de comprender el al-cance del procedimiento.","En caso de conflicto entre el criterio del menor y el de sus padres o tutores legales, debe resol-ver un juez mediante la aplicación del princi-pio del interés superior del menor.","Los menores de 18 años no pueden ser donan-tes de órganos de vivo, según la Ley. No hay excepciones. ","Si una persona que es menor de 18 años desea ser donante de órgano de vivo. ¿Cuál de las si-guientes afirmaciones es cierta?: 
1) Si la persona tiene entre 16 y 18 años, la deci-sión corresponde a la persona menor si de-muestra que es capaz de comprender el alcance del procedimiento. pero los padres o tutores deben ser consultados obligatoriamente.
2) Si la persona tiene entre 16 y 18 años, la deci-sión corresponde a los padres o tutores legales, pero la persona menor debe ser consultada si demuestra que es capaz  de comprender el al-cance del procedimiento.
3) En caso de conflicto entre el criterio del menor y el de sus padres o tutores legales, debe resol-ver un juez mediante la aplicación del princi-pio del interés superior del menor.
4) Los menores de 18 años no pueden ser donan-tes de órganos de vivo, según la Ley. No hay excepciones. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"especto de la escabiosis o sarna, señale la afirma-ción INCORRECTA: ",Es una infestación cutánea muy contagiosa causada por el Sarcoptes scabiei .,"Se trata de una erupción polimorfa en la que confluyen lesiones producidas por el propio ácaro que se localizan en los pliegues interdigi-tales y las muñecas, y en menor medida en las axilas, en las mamas y en el pene.",En los casos muy persistentes del adulto las lesiones suelen generalizarse por el tronco y la cara.,"El análisis mediante dermatoscopia del final del trayecto de un surco puede poner en evi-dencia el ácaro, que se ve en forma de ala del-ta.","especto de la escabiosis o sarna, señale la afirma-ción INCORRECTA: 
1) Es una infestación cutánea muy contagiosa causada por el Sarcoptes scabiei .
2) Se trata de una erupción polimorfa en la que confluyen lesiones producidas por el propio ácaro que se localizan en los pliegues interdigi-tales y las muñecas, y en menor medida en las axilas, en las mamas y en el pene.
3) En los casos muy persistentes del adulto las lesiones suelen generalizarse por el tronco y la cara.
4) El análisis mediante dermatoscopia del final del trayecto de un surco puede poner en evi-dencia el ácaro, que se ve en forma de ala del-ta.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Mujer de 49 años, hiperfrecuentadora, que acu-de a consulta refiriendo precisar un parte de baja laboral, por llevar varios días sin acudir al traba jo al estar todo este tiempo con mareos. Tras una exploración completa y una anamnesis detallada Ud. detecta que está siendo víctima de violencia por parte de su pareja ,  s i t u a c i ó n  q u e  nunca antes ella le había comentado y que Ud. ha detectado. En qué nivel de prevención sitúa Ud. la actuación del médico: ",Prevención primaria.,Prevención secundaria.,Prevención terciaria.,Prevención cuaternaria.,"Mujer de 49 años, hiperfrecuentadora, que acu-de a consulta refiriendo precisar un parte de baja laboral, por llevar varios días sin acudir al traba jo al estar todo este tiempo con mareos. Tras una exploración completa y una anamnesis detallada Ud. detecta que está siendo víctima de violencia por parte de su pareja ,  s i t u a c i ó n  q u e  nunca antes ella le había comentado y que Ud. ha detectado. En qué nivel de prevención sitúa Ud. la actuación del médico: 
1) Prevención primaria.
2) Prevención secundaria.
3) Prevención terciaria.
4) Prevención cuaternaria.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 50  años, sin antecedentes de interés salvo que es fumador de 20 cigarrillos al día. Realiza vida sedentaria y no toma medicación de forma crónica. A la exploración se observa: cir-cunferencia abdominal 1 04 cm, presión arterial 136/89 mmHg. En la analítica destaca: triglicéri-dos 160 mg/dL, colesterol HDL 30 mg/dL y glu-cemia basal 88 mg/dL. Según los criterios diag-nósticos de síndrome metabólico del ATPIII, 2001 ( Adult Treatment Panel III. The National Cholesterol Education Program ). ¿Cuántos crite-rios presenta?: ",Dos criterios.,Tres criterios.,Cuatro criterios.,Cinco criterios.,"Varón de 50  años, sin antecedentes de interés salvo que es fumador de 20 cigarrillos al día. Realiza vida sedentaria y no toma medicación de forma crónica. A la exploración se observa: cir-cunferencia abdominal 1 04 cm, presión arterial 136/89 mmHg. En la analítica destaca: triglicéri-dos 160 mg/dL, colesterol HDL 30 mg/dL y glu-cemia basal 88 mg/dL. Según los criterios diag-nósticos de síndrome metabólico del ATPIII, 2001 ( Adult Treatment Panel III. The National Cholesterol Education Program ). ¿Cuántos crite-rios presenta?: 
1) Dos criterios.
2) Tres criterios.
3) Cuatro criterios.
4) Cinco criterios.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
Paciente de 50 años que consulta por presentar una adenopatía localizada. ¿Qué localización de las si guientes debe hacer sospechar un ma yor riesgo de malignidad?: ,Retroauricular.,Supraclavicular.,Axilar.,Inguinal.,"Paciente de 50 años que consulta por presentar una adenopatía localizada. ¿Qué localización de las si guientes debe hacer sospechar un ma yor riesgo de malignidad?: 
1) Retroauricular.
2) Supraclavicular.
3) Axilar.
4) Inguinal.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 70 años, con  antecedentes de hiperten-sión arterial y dislipemia, que consulta a su mé-dico de familia tras ingreso reciente por insufi-ciencia cardiaca. Actualmente se encuentra asin-tomático, en tratamiento con enalapril, furose-mida, atorvastatina y ácid o acetilsalicílico. En la exploración física se observa frecuencia cardíaca 78 lpm, sin signos de insuficiencia cardiaca. En el ecocardio grama realizado durante el in greso se observa hipertrofia ventricular izquierda y frac-ción de eyección del 30 %.  ¿Cuál es la actitud terapéutica más adecuada?: ",Añadir bisoprolol.,Añadir diltiazem.,Suspender enalapril e iniciar losartán.,Ningún cambio en la medicación. ,"Varón de 70 años, con  antecedentes de hiperten-sión arterial y dislipemia, que consulta a su mé-dico de familia tras ingreso reciente por insufi-ciencia cardiaca. Actualmente se encuentra asin-tomático, en tratamiento con enalapril, furose-mida, atorvastatina y ácid o acetilsalicílico. En la exploración física se observa frecuencia cardíaca 78 lpm, sin signos de insuficiencia cardiaca. En el ecocardio grama realizado durante el in greso se observa hipertrofia ventricular izquierda y frac-ción de eyección del 30 %.  ¿Cuál es la actitud terapéutica más adecuada?: 
1) Añadir bisoprolol.
2) Añadir diltiazem.
3) Suspender enalapril e iniciar losartán.
4) Ningún cambio en la medicación. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
Paciente de 50 años con diabetes mellitus en tratamiento con insulina. ¿Cuál es el ob jetivo recomendado para la concentración de glucosa plasmática capilar postprandial?: ,< 126 mg/dL.,< 140 mg/dL.,< 180 mg/dL.,< 220 mg/dL. ,"Paciente de 50 años con diabetes mellitus en tratamiento con insulina. ¿Cuál es el ob jetivo recomendado para la concentración de glucosa plasmática capilar postprandial?: 
1) < 126 mg/dL.
2) < 140 mg/dL.
3) < 180 mg/dL.
4) < 220 mg/dL. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"En pacientes con diabetes mellitus tipo 2 en tra-tamiento a lar go plazo con el mismo fármaco, ¿cuál de los si guientes NO se asocia con una disminución de la probabilidad de complicacio-nes cardiovasculares?: ",Inhibidores del cotransportador sodio-glucosa tipo 2 (iSGLT2).,Agonistas de los receptores de glucagón tipo 1 (arGLP1).,Insulina.,Metformina. ,"En pacientes con diabetes mellitus tipo 2 en tra-tamiento a lar go plazo con el mismo fármaco, ¿cuál de los si guientes NO se asocia con una disminución de la probabilidad de complicacio-nes cardiovasculares?: 
1) Inhibidores del cotransportador sodio-glucosa tipo 2 (iSGLT2).
2) Agonistas de los receptores de glucagón tipo 1 (arGLP1).
3) Insulina.
4) Metformina. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Mujer de 14 años que es llevada a ur gencias por sus padres tras haber in gerido 12 horas antes múltiples comprimidos de paracetamol (no saben concretar la cantidad). Está nauseosa, pálida y sudorosa. Se solicitan niveles de paracetamol en sangre que se encuentran en ran go de probable toxicidad hepática. Las pruebas de función hepá-tica y c o a gulación son normales. ¿C u á l  s e r á  l a  actitud a seguir?: ",Observación y repetición de niveles de parace-tamol en 4 horas.,Iniciar tratamiento con N-acetilcisteína y man-tenerlo durante 12 horas.,"Observación y repetición de niveles de parace-tamol, pruebas hepáticas y coagulación en 4 horas.","Iniciar tratamiento con N-acetilcisteína y man-tenerlo en función de la evolución de los nive-les de paracetamol, pruebas hepáticas y rena-les. ","Mujer de 14 años que es llevada a ur gencias por sus padres tras haber in gerido 12 horas antes múltiples comprimidos de paracetamol (no saben concretar la cantidad). Está nauseosa, pálida y sudorosa. Se solicitan niveles de paracetamol en sangre que se encuentran en ran go de probable toxicidad hepática. Las pruebas de función hepá-tica y c o a gulación son normales. ¿C u á l  s e r á  l a  actitud a seguir?: 
1) Observación y repetición de niveles de parace-tamol en 4 horas.
2) Iniciar tratamiento con N-acetilcisteína y man-tenerlo durante 12 horas.
3) Observación y repetición de niveles de parace-tamol, pruebas hepáticas y coagulación en 4 horas.
4) Iniciar tratamiento con N-acetilcisteína y man-tenerlo en función de la evolución de los nive-les de paracetamol, pruebas hepáticas y rena-les. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"En el manejo inicial de un paciente con un shock séptico en urgencias, señale la afirmación IN-CORRECTA: ",Se debe determinar el lactato sérico como un marcador de hipoperfusión tisular.,Se debe realizar una toma precoz (1ª hora) de muestra para cultivos e inicio de antibioterapia de amplio espectro.,La reposición del volumen se debe realizar con cristaloides dentro de las 3 primeras horas.,Se recomienda la dopam ina como el vasopre-sor de primera elección.,"En el manejo inicial de un paciente con un shock séptico en urgencias, señale la afirmación IN-CORRECTA: 
1) Se debe determinar el lactato sérico como un marcador de hipoperfusión tisular.
2) Se debe realizar una toma precoz (1ª hora) de muestra para cultivos e inicio de antibioterapia de amplio espectro.
3) La reposición del volumen se debe realizar con cristaloides dentro de las 3 primeras horas.
4) Se recomienda la dopam ina como el vasopre-sor de primera elección.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 70 años, sin ho gar, expuesto durante horas a temperaturas elevadas, trasladado a urgencias por sospecha de golpe de calor. Pre-senta temperatura 40,5 ºC, desorientación y dis-minución del nivel de conciencia. ¿Cuál de las siguientes es la actuación inicial más correcta?: ",Medidas generales de soporte y baño por in-mersión para reducir la temperatura corporal.,"Medidas de soporte, enfriamiento con esponjas húmedas (a 15-20 ºC) sobre la superficie cor-poral y asegurar una hidratación adecuada por vía intravenosa.",El uso de mantas de enfriamiento es la medida más eficaz para la rápida reducción de la tem-peratura corporal.,"Medidas de soporte, enfriamiento con esponjas empapadas en alcohol aplicadas sobre la super-ficie corporal y  antipiréticos.","Varón de 70 años, sin ho gar, expuesto durante horas a temperaturas elevadas, trasladado a urgencias por sospecha de golpe de calor. Pre-senta temperatura 40,5 ºC, desorientación y dis-minución del nivel de conciencia. ¿Cuál de las siguientes es la actuación inicial más correcta?: 
1) Medidas generales de soporte y baño por in-mersión para reducir la temperatura corporal.
2) Medidas de soporte, enfriamiento con esponjas húmedas (a 15-20 ºC) sobre la superficie cor-poral y asegurar una hidratación adecuada por vía intravenosa.
3) El uso de mantas de enfriamiento es la medida más eficaz para la rápida reducción de la tem-peratura corporal.
4) Medidas de soporte, enfriamiento con esponjas empapadas en alcohol aplicadas sobre la super-ficie corporal y  antipiréticos.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
